,created_at,favorite_count,id,retweet_count,source,img_url,name,Stage,rating
35,2017-07-13 01:35:06,0,885311592912609280,19297,Twitter for iPhone,http://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,Lilly,None,13/10
36,2017-07-12 16:03:00,22367,885167619883638784,4556,Twitter for iPhone,http://pbs.twimg.com/media/DEi_N9pXsAERvps.jpg,None,None,13/10
37,2017-07-12 00:01:00,68152,884925521741709313,16439,Twitter for iPhone,http://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Earl,None,12/10
38,2017-07-11 20:47:12,28514,884876753390489601,6096,Twitter for iPhone,http://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,Lola,None,13/10
39,2017-07-11 00:00:02,24765,884562892145688576,5100,Twitter for iPhone,http://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,Kevin,None,13/10
40,2017-07-10 15:58:53,27478,884441805382717440,5856,Twitter for iPhone,http://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,None,None,14/10
42,2017-07-09 21:29:42,20771,884162670584377345,3128,Twitter for iPhone,http://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,Yogi,doggo,12/10
43,2017-07-09 00:00:04,22349,883838122936631299,3586,Twitter for iPhone,http://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Noah,None,12/10
44,2017-07-08 00:28:19,46860,883482846933004288,10407,Twitter for iPhone,http://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,Bella,None,5/10
45,2017-07-07 16:22:55,22986,883360690899218434,3825,Twitter for iPhone,http://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,Grizzwald,floof,13/10
46,2017-07-07 00:17:54,37914,883117836046086144,6949,Twitter for iPhone,http://pbs.twimg.com/media/DEF2-_jW0AEAS94.jpg,None,None,13/10
47,2017-07-06 15:58:11,24445,882992080364220416,4122,Twitter for iPhone,http://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Rusty,None,13/10
48,2017-07-06 00:46:41,28903,882762694511734784,5134,Twitter for iPhone,http://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Gus,pupper,12/10
49,2017-07-05 15:48:34,28382,882627270321602560,6342,Twitter for iPhone,http://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Stanley,None,13/10
50,2017-07-04 16:01:23,45880,882268110199369728,12118,Twitter for iPhone,http://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,Alfy,None,13/10
51,2017-07-04 01:18:17,29900,882045870035918850,5203,Twitter for iPhone,http://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,Koko,None,13/10
52,2017-07-03 16:04:48,24773,881906580714921986,3533,Twitter for iPhone,http://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,Rey,floof,12/10
53,2017-07-03 00:11:11,51522,881666595344535552,11099,Twitter for iPhone,http://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Gary,pupper,13/10
55,2017-07-02 15:32:16,50199,881536004380872706,16570,Twitter for iPhone,http://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,None,pupper,14/10
56,2017-07-01 21:49:04,23501,881268444196462592,5358,Twitter for iPhone,http://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,Elliot,None,12/10
57,2017-06-30 23:47:07,17346,880935762899988482,2886,Twitter for iPhone,http://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,Louis,None,13/10
58,2017-06-30 19:35:32,21734,880872448815771648,3989,Twitter for iPhone,http://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,None,None,12/10
59,2017-06-29 16:39:47,29075,880465832366813184,6546,Twitter for iPhone,http://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,Bella,None,12/10
60,2017-06-29 00:27:25,27640,880221127280381952,4436,Twitter for iPhone,http://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Jesse,None,12/10
61,2017-06-28 16:09:20,28150,880095782870896641,4533,Twitter for iPhone,http://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,None,None,11/10
62,2017-06-28 00:42:13,22667,879862464715927552,3642,Twitter for iPhone,http://pbs.twimg.com/media/DDXmPreXUAA3QGJ.jpg,Romeo,None,13/10
64,2017-06-27 00:10:17,23822,879492040517615616,3323,Twitter for iPhone,http://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,Bailey,None,12/10
65,2017-06-26 19:07:24,107956,879415818425184262,45849,Twitter for iPhone,http://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,Duddles,None,13/10
66,2017-06-26 16:31:08,17099,879376492567855104,3261,Twitter for iPhone,http://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,Jack,None,12/10
68,2017-06-25 18:56:45,23022,879050749262655488,4941,Twitter for iPhone,http://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,Steven,None,11/10
69,2017-06-25 16:07:47,19317,879008229531029506,2812,Twitter for iPhone,http://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,Beau,None,13/10
70,2017-06-25 00:45:22,19763,878776093423087618,4319,Twitter for iPhone,http://pbs.twimg.com/media/DDIKMXxXcAAbmdp.jpg,Snoopy,puppo,13/10
74,2017-06-23 16:00:04,7913,878281511006478336,1349,Twitter for iPhone,http://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,Shadow,None,13/10
75,2017-06-23 01:10:23,42876,878057613040115712,7181,Twitter for iPhone,http://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,Emmy,None,14/10
76,2017-06-22 03:54:17,71144,877736472329191424,17300,Twitter for iPhone,http://pbs.twimg.com/media/DC5YqoPXgAA7Uph.jpg,Aja,None,13/10
77,2017-06-21 19:36:23,0,877611172832227328,83,Twitter for iPhone,http://pbs.twimg.com/media/DCszHgmW0AAmIpT.jpg,None,pupper,14/10
78,2017-06-21 15:58:08,23258,877556246731214848,3994,Twitter for iPhone,http://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,Penny,None,12/10
79,2017-06-21 00:06:44,27907,877316821321428993,5414,Twitter for iPhone,http://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,Dante,None,13/10
80,2017-06-20 16:29:50,27755,877201837425926144,5880,Twitter for iPhone,http://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,Nelly,None,12/10
81,2017-06-19 16:24:33,21125,876838120628539392,3506,Twitter for iPhone,http://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,Ginger,pupper,12/10
83,2017-06-18 16:57:37,19163,876484053909872640,2511,Twitter for iPhone,http://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,Benedict,None,13/10
84,2017-06-17 16:52:05,28490,876120275196170240,4903,Twitter for iPhone,http://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,Venti,puppo,13/10
85,2017-06-16 16:11:53,25773,875747767867523072,4497,Twitter for iPhone,http://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,Goose,None,13/10
86,2017-06-15 00:13:52,22185,875144289856114688,5081,Twitter for iPhone,http://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,Nugget,None,13/10
88,2017-06-14 16:04:48,26022,875021211251597312,4922,Twitter for iPhone,http://pbs.twimg.com/media/DCSzF3OUAAAs6lS.jpg,None,None,12/10
89,2017-06-13 17:29:20,28439,874680097055178752,4875,Twitter for iPhone,http://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,Cash,None,12/10
91,2017-06-12 16:06:11,26651,874296783580663808,4308,Twitter for iPhone,http://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,Jed,pupper,13/10
92,2017-06-12 00:15:36,23134,874057562936811520,4125,Twitter for iPhone,http://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,None,None,12/10
93,2017-06-11 21:18:31,35501,874012996292530176,11007,Twitter for iPhone,http://pbs.twimg.com/media/DCEeLxmW0AAHXNk.jpg,Sebastian,puppo,13/10
94,2017-06-11 00:25:14,0,873697596434513921,12518,Twitter for iPhone,http://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg,Walter,None,14/10
95,2017-06-10 16:39:04,24837,873580283840344065,4143,Twitter for iPhone,http://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,None,None,13/10
97,2017-06-09 16:22:42,7467,873213775632977920,1667,Twitter for iPhone,http://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,Sierra,pupper,12/10
98,2017-06-09 00:02:31,28031,872967104147763200,5669,Twitter for iPhone,http://pbs.twimg.com/media/DB1m871XkAUbCkY.jpg,None,doggo,12/10
99,2017-06-08 14:20:41,15029,872820683541237760,3884,Twitter for iPhone,http://pbs.twimg.com/media/DBzhx0MXUAI5spb.jpg,None,None,13/10
101,2017-06-08 01:06:27,21309,872620804844003328,3911,Twitter for iPhone,http://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,Monkey,None,13/10
102,2017-06-07 16:14:40,41606,872486979161796608,9429,Twitter for iPhone,http://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,None,None,12/10
103,2017-06-07 01:19:32,35085,872261713294495745,6649,Twitter for iPhone,http://pbs.twimg.com/media/DBrlZk4UwAA9Zq-.jpg,Harry,None,13/10
104,2017-06-06 16:07:15,35324,872122724285648897,8549,Twitter for iPhone,http://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,Kody,None,12/10
105,2017-06-06 00:01:46,39090,871879754684805121,11918,Twitter for iPhone,http://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,Lassie,puppo,13/10
106,2017-06-05 16:15:56,20787,871762521631449091,3678,Twitter for iPhone,http://pbs.twimg.com/media/DBkfY59XgAUK52d.jpg,Rover,pupper,12/10
107,2017-06-04 23:56:03,20730,871515927908634625,3628,Twitter for iPhone,http://pbs.twimg.com/media/DBg_HT8XUAEoyo_.jpg,Napolean,doggo,12/10
110,2017-06-03 15:55:36,23255,871032628920680449,3999,Twitter for iPhone,http://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,Boomer,None,13/10
111,2017-06-03 00:48:22,33791,870804317367881728,6393,Twitter for iPhone,http://pbs.twimg.com/media/DBW35ZsVoAEWZUU.jpg,None,None,11/10
113,2017-06-02 15:00:16,12819,870656317836468226,2817,Twitter for iPhone,http://pbs.twimg.com/media/DBUxSSHXsAIz4Un.jpg,Cody,None,13/10
114,2017-06-01 20:18:38,85011,870374049280663552,27680,Twitter for iPhone,http://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,Zoey,None,13/10
115,2017-06-01 16:00:09,22453,870308999962521604,4384,Twitter for iPhone,http://pbs.twimg.com/media/DBP1aspVYAA4sPW.jpg,Rumble,None,13/10
116,2017-05-31 23:43:25,37771,870063196459192321,8840,Twitter for iPhone,http://pbs.twimg.com/media/DBMV3NnXUAAm0Pp.jpg,Clifford,None,14/10
118,2017-05-31 04:27:59,43710,869772420881756160,10663,Twitter for iPhone,http://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,Dewey,None,13/10
119,2017-05-30 23:51:58,29116,869702957897576449,6728,Twitter for iPhone,http://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,Stanley,None,13/10
120,2017-05-30 16:49:31,16476,869596645499047938,3327,Twitter for iPhone,http://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,Scout,doggo,12/10
121,2017-05-29 16:24:37,21112,869227993411051520,4023,Twitter for iPhone,http://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,Gizmo,None,13/10
122,2017-05-28 17:23:24,55098,868880397819494401,12518,Twitter for iPhone,http://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg,Walter,None,14/10
124,2017-05-28 00:18:35,28295,868622495443632128,6275,Twitter for iPhone,http://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,None,None,13/10
125,2017-05-27 19:39:34,10539,868552278524837888,2240,Twitter for iPhone,http://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,Cooper,None,12/10
126,2017-05-26 00:29:37,24964,867900495410671616,4439,Twitter for iPhone,http://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg,None,None,12/10
127,2017-05-25 16:10:44,35179,867774946302451713,7788,Twitter for iPhone,http://pbs.twimg.com/media/DAr0tDZXgAAzJEw.jpg,Harold,None,13/10
128,2017-05-24 16:44:18,16755,867421006826221569,2697,Twitter for iPhone,http://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg,Shikha,puppo,12/10
129,2017-05-23 17:40:04,0,867072653475098625,135,Twitter for iPhone,http://pbs.twimg.com/media/DAElHfmUMAEH9lB.jpg,None,None,13/10
130,2017-05-23 16:16:06,33420,867051520902168576,8425,Twitter for iPhone,http://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg,None,None,13/10
133,2017-05-22 16:06:55,20070,866686824827068416,3727,Twitter for iPhone,http://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,Lili,puppo,12/10
134,2017-05-22 00:28:40,106827,866450705531457537,32883,Twitter for iPhone,http://pbs.twimg.com/media/DAZAUfBXYAAHtni.jpg,Jamesy,pupper,13/10
135,2017-05-21 16:48:45,54720,866334964761202691,15546,Twitter for iPhone,http://pbs.twimg.com/media/DAXXDQNXgAAoYQH.jpg,Coco,None,12/10
137,2017-05-19 23:57:46,26640,865718153858494464,6008,Twitter for iPhone,http://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,Boomer,None,13/10
138,2017-05-19 00:12:11,27530,865359393868664832,5384,Twitter for iPhone,http://pbs.twimg.com/media/DAJfxqIUQAA7v_D.jpg,Sammy,None,13/10
139,2017-05-18 00:50:50,29063,865006731092295680,8209,Twitter for iPhone,http://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg,Nelly,None,13/10
140,2017-05-17 16:00:15,33651,864873206498414592,9361,Twitter for iPhone,http://pbs.twimg.com/media/DAClmHHXYAECTmT.jpg,None,None,14/10
141,2017-05-16 00:41:21,15195,864279568663928832,3266,Twitter for iPhone,http://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg,Meatball,None,12/10
142,2017-05-15 19:14:50,31459,864197398364647424,9616,Twitter for iPhone,http://pbs.twimg.com/media/C_4-8hWUwAAAqoP.jpg,Paisley,None,13/10
143,2017-05-15 00:02:33,21477,863907417377173506,4441,Twitter for iPhone,http://pbs.twimg.com/media/C_03NPeUQAAgrMl.jpg,Albus,None,13/10
144,2017-05-14 00:34:33,15935,863553081350529029,4489,Twitter for iPhone,http://pbs.twimg.com/ext_tw_video_thumb/863553036815355904/pu/img/B6Dos-XOD8l82tK7.jpg,Neptune,None,13/10
146,2017-05-13 16:33:49,24829,863432100342583297,5664,Twitter for iPhone,http://pbs.twimg.com/media/C_uG6eAUAAAvMvR.jpg,Belle,None,12/10
148,2017-05-12 17:12:53,9094,863079547188785154,1195,Twitter for iPhone,http://pbs.twimg.com/media/C_pGRInUwAAmTY_.jpg,None,None,14/10
149,2017-05-12 16:05:02,8945,863062471531167744,2687,Twitter for iPhone,http://pbs.twimg.com/media/C_o2vKFV0AAcq9j.jpg,Quinn,None,13/10
150,2017-05-12 00:46:44,20011,862831371563274240,5457,Twitter for iPhone,http://pbs.twimg.com/media/C_lkieDUAAAJveS.jpg,Zooey,None,13/10
151,2017-05-11 17:34:13,17779,862722525377298433,3809,Twitter for iPhone,http://pbs.twimg.com/media/C_kBjuUUIAArs2-.jpg,Dave,None,11/10
152,2017-05-11 00:01:27,21492,862457590147678208,5388,Twitter for iPhone,http://pbs.twimg.com/media/C_gQmaTUMAAPYSS.jpg,Jersey,None,13/10
153,2017-05-10 00:08:34,66437,862096992088072192,21840,Twitter for iPhone,http://pbs.twimg.com/media/C_bIo8MXkAA3xBK.jpg,None,None,13/10
154,2017-05-09 02:29:07,0,861769973181624320,37911,Twitter for iPhone,http://pbs.twimg.com/media/CzG425oXUAEu0Cc.jpg,None,None,13/10
155,2017-05-08 00:54:59,37744,861383897657036800,11528,Twitter for iPhone,http://pbs.twimg.com/media/C_RAFTxUAAAbXjV.jpg,Hobbes,None,13/10
156,2017-05-07 18:36:02,18032,861288531465048066,4479,Twitter for iPhone,http://pbs.twimg.com/ext_tw_video_thumb/861288473281437696/pu/img/RERGmRgPyaaaB-tB.jpg,None,None,13/10
157,2017-05-06 23:49:50,17538,861005113778896900,4119,Twitter for iPhone,http://pbs.twimg.com/media/C_LnlF5VoAEsL1K.jpg,Burt,None,12/10
159,2017-05-06 18:27:40,0,860924035999428608,882,Twitter for iPhone,http://pbs.twimg.com/media/C_KVJjFXcAYcQMI.jpg,None,None,13/10
160,2017-05-05 18:36:06,7878,860563773140209665,2334,Twitter for iPhone,http://pbs.twimg.com/media/C_FWL0vVwAA13N7.jpg,Lorenzo,None,13/10
161,2017-05-05 16:00:04,24678,860524505164394496,5698,Twitter for iPhone,http://pbs.twimg.com/media/C_EyeKuXkAAdxY-.jpg,Carl,None,13/10
162,2017-05-04 23:34:55,19154,860276583193509888,3745,Twitter for iPhone,http://pbs.twimg.com/media/C_BQ_NlVwAAgYGD.jpg,Jordy,None,12/10
163,2017-05-04 17:30:24,17474,860184849394610176,6295,Twitter for iPhone,http://pbs.twimg.com/media/C-_9jWWUwAAnwkd.jpg,None,None,14/10
165,2017-05-04 00:15:58,20021,859924526012018688,4349,Twitter for iPhone,http://pbs.twimg.com/media/C-8QypZXcAAekaF.jpg,Milky,None,12/10
166,2017-05-03 19:26:06,16105,859851578198683649,3780,Twitter for iPhone,http://pbs.twimg.com/media/C-7OcfvXcAEPXIC.jpg,Trooper,None,13/10
167,2017-05-03 03:17:27,19476,859607811541651456,1704,Twitter for iPhone,http://pbs.twimg.com/media/C-3wvtxXcAUTuBE.jpg,Zoey,puppo,13/10
168,2017-05-02 00:04:57,75193,859196978902773760,25661,Twitter for iPhone,http://pbs.twimg.com/ext_tw_video_thumb/859196962498805762/pu/img/-yBpr4-o4GJZECYE.jpg,quite,None,12/10
169,2017-05-01 15:58:40,35553,859074603037188101,14740,Twitter for iPhone,http://pbs.twimg.com/media/C-wLyufW0AA546I.jpg,None,None,13/10
171,2017-05-01 00:40:27,16304,858843525470990336,3771,Twitter for iPhone,http://pbs.twimg.com/media/C-s5oYZXkAAMHHq.jpg,None,doggo,13/10
172,2017-04-30 00:02:42,22640,858471635011153920,5271,Twitter for iPhone,http://pbs.twimg.com/media/C-nnZBdXkAAB-wg.jpg,Sophie,None,13/10
173,2017-04-28 23:57:28,16524,858107933456039936,3154,Twitter for iPhone,http://pbs.twimg.com/media/C-icm_WXUAAmuRR.jpg,Wyatt,None,12/10
174,2017-04-28 16:08:49,16952,857989990357356544,2812,Twitter for iPhone,http://pbs.twimg.com/media/C-gxV9ZXkAIBL-S.jpg,Rosie,None,12/10
175,2017-04-28 00:00:54,36021,857746408056729600,11524,Twitter for iPhone,http://pbs.twimg.com/media/C-dTzBzXUAQRjYz.jpg,Thor,None,13/10
176,2017-04-27 00:38:11,6236,857393404942143489,1785,Twitter for iPhone,http://pbs.twimg.com/media/C-YSwA9XcAAxF_0.jpg,None,None,13/10
177,2017-04-26 16:00:39,21041,857263160327368704,4934,Twitter for iPhone,http://pbs.twimg.com/media/C-WcS4MXoAADrBU.jpg,Oscar,None,13/10
180,2017-04-26 00:33:27,19910,857029823797047296,4364,Twitter for iPhone,http://pbs.twimg.com/media/C-TIEwIXUAACf_q.jpg,Zeke,None,12/10
182,2017-04-24 16:22:16,17135,856543823941562368,3131,Twitter for iPhone,http://pbs.twimg.com/media/C-MOEDCXYAEjp7o.jpg,Callie,None,12/10
183,2017-04-24 15:13:52,12446,856526610513747968,2068,Twitter for iPhone,http://pbs.twimg.com/media/C-L-aIYXgAIR0jY.jpg,None,None,14/10
186,2017-04-23 23:01:59,29086,856282028240666624,6841,Twitter for iPhone,http://pbs.twimg.com/media/C-If9ZzXcAUOeLn.jpg,Cermet,None,14/10
190,2017-04-22 18:31:02,47844,855851453814013952,19196,Twitter for iPhone,http://pbs.twimg.com/media/C-CYWrvWAAU8AXH.jpg,None,doggo,13/10
192,2017-04-21 16:33:22,31657,855459453768019968,8987,Twitter for iPhone,http://pbs.twimg.com/media/C98z1ZBXsAA2E_-.jpg,quite,None,12/10
195,2017-04-19 16:25:34,24188,854732716440526848,6690,Twitter for iPhone,http://pbs.twimg.com/media/C9ye3b3WAAAlTo0.jpg,Marlee,None,12/10
196,2017-04-18 23:50:52,31131,854482394044301312,7608,Twitter for iPhone,http://pbs.twimg.com/media/C9u7MtmV0AA741s.jpg,Arya,None,13/10
197,2017-04-18 16:05:17,20046,854365224396361728,5159,Twitter for iPhone,http://pbs.twimg.com/media/C9tQokgUIAEETSx.jpg,Einstein,None,13/10
198,2017-04-17 23:52:16,33911,854120357044912130,8285,Twitter for iPhone,http://pbs.twimg.com/media/C9px7ipVwAAAJCZ.jpg,None,pupper,14/10
199,2017-04-17 16:34:26,17169,854010172552949760,3433,Twitter for iPhone,http://pbs.twimg.com/media/C9oNt91WAAAFSLS.jpg,None,doggo,11/10
200,2017-04-17 00:03:50,30414,853760880890318849,6403,Twitter for iPhone,http://pbs.twimg.com/media/C9kq_bbVwAAuRZd.jpg,Alice,None,12/10
201,2017-04-16 16:00:07,37198,853639147608842240,11265,Twitter for iPhone,http://pbs.twimg.com/media/C9i8RhhXoAAdkMT.jpg,None,None,13/10
202,2017-04-15 17:32:18,16508,853299958564483072,3928,Twitter for iPhone,http://pbs.twimg.com/media/C9eHyF7XgAAOxPM.jpg,Rumpole,None,13/10
204,2017-04-14 15:51:39,9658,852912242202992640,2037,Twitter for iPhone,http://pbs.twimg.com/media/C9YnKK3VoAAxn1E.jpg,Benny,None,12/10
205,2017-04-13 23:59:28,15939,852672615818899456,2388,Twitter for iPhone,http://pbs.twimg.com/media/C9VNNp1XkAEWRFb.jpg,Aspen,None,12/10
206,2017-04-13 16:05:56,17492,852553447878664193,3885,Twitter for iPhone,http://pbs.twimg.com/media/C9Tg1bPW0AkAMDI.jpg,Jarod,None,13/10
